spec,n,r2,adj_r2,aic,catchment_coef,catchment_se,catchment_t,catchment_p,residential_coef,residential_se,city,country,entropy_type,geo_catch_coef,geo_catch_se,centrality_coef,centrality_se,density_coef,density_se
+ Geo Catchment,1990,0.01666184613359223,0.01269076827850335,-2396.7200936705576,0.06436935907148644,0.12939510264337623,0.4974636424138385,0.6189173453266577,0.0481728233781169,0.024099536906651065,Sweden - Lund,Sweden,birth,0.11357799684137149,0.06456976126135701,,,,
+ Geo + Centrality,1990,0.01674673023419082,0.01227739718980081,-2394.8918826433637,0.08679493947553851,0.14032900086332512,0.618510350259483,0.5363101207359696,0.04637539016260206,0.024493501402886322,Sweden - Lund,Sweden,birth,0.1099437479547305,0.06517874114695514,0.0009577766594248693,0.0023166006726429342,,
Full,1990,0.016758977015879695,0.01179060398412568,-2392.91666898081,0.0849742648692029,0.14084180284915418,0.603331277718824,0.5463574689841664,0.047196183312049556,0.025051118626876014,Sweden - Lund,Sweden,birth,0.11406043996066728,0.07027010592286113,0.0011392244893575487,0.0025893904980625808,1.9530295029927813e-06,1.2439556978773677e-05
Base,96665,0.04698561281536284,0.0469165945268758,10886.563953666788,0.3453235405155959,0.006203330531930661,55.66744166510195,0.0,0.02569615787402313,0.0064799320529411305,US - new_york,US,income,,,,,,
+ Geo Catchment,96665,0.06223584656542891,0.06215822993296449,9329.210722595133,0.33348736167349635,0.006160766755089473,54.13082087517743,0.0,-0.151170777304376,0.00782427848134004,US - new_york,US,income,0.6359871934282637,0.016041409479023768,,,,
+ Geo + Centrality,96665,0.08826382607275107,0.08817893004496835,6610.302033783679,0.17817442847493226,0.006756045511998552,26.372591504675235,9.85512404299659e-153,-0.09456801586771046,0.007789859551542339,US - new_york,US,income,0.9555693277733326,0.016947020264424448,-0.008386304019152635,0.0001596514270199631,,
Full,96665,0.1140748542104919,0.11398319477106977,3836.2568655497453,0.15773613841970757,0.0066708901966304485,23.645440678874028,2.9509405043458e-123,-0.08885622642274704,0.007679597472498136,US - new_york,US,income,1.2402132634186387,0.017545545231534256,-0.004572721138429325,0.00017300831706206686,0.00012045378766730244,2.2698983398023453e-06
Base,14822,0.0767058695074142,0.07626958903533054,3425.3432626484137,0.049932694739841965,0.006232471482460815,8.011700475543396,1.215153889702005e-15,0.5166654420215622,0.015890345084956188,US - washington_dc,US,income,,,,,,
+ Geo Catchment,14822,0.13124135157899597,0.1307721644334232,2524.9428503874005,0.0382845740389397,0.006057865079232672,6.319812927195313,2.693719886825446e-10,0.17721701083832597,0.01901367679421066,US - washington_dc,US,income,0.8394050068977421,0.027527073102820265,,,,
+ Geo + Centrality,14822,0.14832651794913765,0.14780902798569862,2232.5462779960217,0.04546935976551758,0.006012668386109173,7.562259689984503,4.193488225389126e-14,0.22164179271416495,0.019001999704442055,US - washington_dc,US,income,0.7425716953706214,0.027828845200296957,-0.003948146153976387,0.00022904104999743288,,
Full,14822,0.1572329967294871,0.15666398248111058,2078.727238714331,0.029725778032092642,0.006112287051426076,4.863282398551166,1.166406388102982e-06,0.20888607329949282,0.01893049462551865,US - washington_dc,US,income,0.7311064555482645,0.027699049311292398,-0.00263963611315806,0.000250706085997617,0.00026011759488123176,2.0791138990152993e-05
Base,26393,0.07565621006007561,0.07541097956814535,7592.719742229863,0.17472805123362373,0.0048232508349853554,36.226200380506285,1.749874741143713e-280,0.37402857175660387,0.015947207728887726,US - atlanta,US,income,,,,,,
+ Geo Catchment,26393,0.08861801425470339,0.08834167041427121,7221.998949132001,0.15017268326321087,0.0049543204621412765,30.311459343569723,2.046484636337567e-198,0.1849413692883477,0.01860216320545122,US - atlanta,US,income,0.5904762040535729,0.03048242914958515,,,,
+ Geo + Centrality,26393,0.09082556701823086,0.09051542147387137,7159.992178406144,0.11708256977066966,0.00644820739122875,18.157382768105848,3.1369075963401333e-73,0.1926807262660084,0.01860511761365167,US - atlanta,US,income,0.5946139185469548,0.03045045517345165,-0.0016642941452740811,0.0002079390509825493,,
Full,26393,0.10892292563244321,0.10858516614704883,6631.333351475696,0.07445029675140002,0.006644198978689998,11.205308117680575,4.4673565061248303e-29,0.2807128523474791,0.018807886377628747,US - atlanta,US,income,0.4648413621256111,0.030663315128789313,-0.0017278292388735114,0.00020588130645877003,0.0005282595008390071,2.282146382020273e-05
Base,16210,0.02067321022582158,0.02025009656526,-67995.1098924696,0.1780727131661024,0.02447786987597883,7.274845158844998,3.6268753785320257e-13,0.053849107272867514,0.004229781560781583,Sweden - Stockholm,Sweden,income,,,,,,
+ Geo Catchment,16210,0.029047489354278477,0.02856803622884385,-68132.31856779073,0.1509566468596404,0.024481450399183986,6.166164357021595,7.162519980478212e-10,0.03278223287472315,0.004573332221018252,Sweden - Stockholm,Sweden,income,0.11182386707764636,0.009459950722638975,,,,
+ Geo + Centrality,16210,0.029051463814888434,0.028512047961452236,-68130.38492133288,0.1513548909281326,0.024530952461006766,6.169955739334586,6.993269055761381e-10,0.03272700109675952,0.004578490528034201,Sweden - Stockholm,Sweden,income,0.11242934940264604,0.009748041237158927,-9.86652977275071e-06,3.831474421567142e-05,,
Full,16210,0.03105339350082814,0.03045524138866118,-68161.84166960244,0.2150918099878254,0.026869003510954753,8.005202347758464,1.273023770478966e-15,0.0355995859734719,0.004600782290855161,Sweden - Stockholm,Sweden,income,0.07835370175234857,0.01138103568319938,-6.005931663621844e-05,3.924738632868567e-05,-2.5392552920819322e-06,4.389224318542365e-07
Base,7637,0.009476505979506555,0.008567649712873493,-36523.07415185003,0.20460425533757132,0.06217894273027088,3.290571475702542,0.0010043797349364753,0.04802469082369498,0.006691963097836687,Sweden - Göteborg,Sweden,income,,,,,,
